Date (yyyy-mm-dd),Max_temperature (°C),Min_temperature (°C),Rain (mm),Wind (km/h),Description,City
2023-11-22,23,9,5.3,5,Ligeras precipitaciones,Medellín
2022-11-22,20,15,5.5,2,Ligeras precipitaciones,Medellín
2021-11-22,20,9,1.8,2,Ligeras precipitaciones,Medellín
2020-11-22,20,9,14.1,4,Lluvias fuertes o moderadas,Medellín
2019-11-22,26,10,3.8,1,Lluvia moderada a intervalos,Medellín
2024-11-23,18,9,8.0,3,Ligeras precipitaciones,Medellín
2023-11-23,23,8,2.8,5,Niebla moderada,Medellín
2022-11-23,18,10,3.4,3,Ligeras precipitaciones,Medellín
2021-11-23,16,11,6.5,2,Ligeras precipitaciones,Medellín
2020-11-23,20,10,16.7,4,Lluvias fuertes o moderadas,Medellín
2019-11-23,22,14,15.4,2,Lluvias fuertes o moderadas,Medellín
2024-11-24,23,9,12.3,4,Ligeras precipitaciones,Medellín
2023-11-24,23,9,6.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-11-24,17,10,5.8,3,Ligeras precipitaciones,Medellín
2021-11-24,20,15,6.1,2,Ligeras precipitaciones,Medellín
2020-11-24,21,11,19.5,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-11-24,23,14,8.8,3,Lluvias fuertes o moderadas,Medellín
2024-11-25,21,9,15.2,4,Ligeras precipitaciones,Medellín
2023-11-25,21,9,8.4,4,Ligeras precipitaciones,Medellín
2022-11-25,19,10,3.7,2,Ligeras precipitaciones,Medellín
2021-11-25,20,11,8.1,1,Ligeras precipitaciones,Medellín
2020-11-25,20,5,23.4,3,Lluvias fuertes o moderadas,Medellín
2019-11-25,22,12,6.0,4,Lluvia moderada a intervalos,Medellín
2024-11-26,21,10,12.2,4,Ligeras precipitaciones,Medellín
2023-11-26,23,9,3.0,5,Ligeras precipitaciones,Medellín
2022-11-26,18,10,8.3,1,Lluvias fuertes o moderadas,Medellín
2021-11-26,18,11,9.4,2,Ligeras precipitaciones,Medellín
2020-11-26,19,11,19.1,3,Lluvias fuertes o moderadas,Medellín
2019-11-26,24,10,11.7,5,Lluvias fuertes o moderadas,Medellín
2024-11-27,19,10,12.8,2,Ligeras precipitaciones,Medellín
2023-11-27,24,9,0.8,6,Lluvia moderada a intervalos,Medellín
2022-11-27,16,8,5.1,4,Ligeras precipitaciones,Medellín
2021-11-27,19,14,17.4,2,Lluvias fuertes o moderadas,Medellín
2020-11-27,20,13,4.2,2,Ligeras precipitaciones,Medellín
2019-11-27,23,9,10.3,5,Lluvias fuertes o moderadas,Medellín
2024-11-28,21,9,7.8,4,Ligeras precipitaciones,Medellín
2023-11-28,25,9,4.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-11-28,17,11,2.8,2,Ligeras precipitaciones,Medellín
2021-11-28,20,14,14.7,2,Ligeras precipitaciones,Medellín
2020-11-28,21,14,50.3,2,Lluvias fuertes o moderadas,Medellín
2019-11-28,24,11,11.7,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-11-29,20,8,7.7,5,Ligeras precipitaciones,Medellín
2023-11-29,22,9,5.3,5,Ligeras precipitaciones,Medellín
2022-11-29,17,10,5.4,3,Ligeras precipitaciones,Medellín
2021-11-29,22,10,4.9,3,Ligeras precipitaciones,Medellín
2020-11-29,17,11,59.5,2,Ligeras precipitaciones,Medellín
2019-11-29,22,9,25.9,2,Lluvias torrenciales,Medellín
2024-11-30,21,10,9.1,5,Llovizna,Medellín
2023-11-30,23,8,2.1,4,Niebla moderada,Medellín
2022-11-30,17,9,3.4,3,Ligeras precipitaciones,Medellín
2021-11-30,18,9,10.4,2,Ligeras precipitaciones,Medellín
2020-11-30,21,10,25.7,2,Lluvias fuertes o moderadas,Medellín
2019-11-30,23,9,9.5,3,Lluvias fuertes o moderadas,Medellín
2024-12-01,24,9,9.4,4,Ligeras precipitaciones,Medellín
2023-12-01,27,8,0.5,6,Niebla moderada,Medellín
2022-12-01,23,9,2.5,4,Niebla moderada,Medellín
2021-12-01,19,9,2.3,3,Ligeras precipitaciones,Medellín
2020-12-01,21,10,26.9,3,Lluvias fuertes o moderadas,Medellín
2019-12-01,24,8,4.7,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-12-02,23,9,13.4,2,Ligeras precipitaciones,Medellín
2023-12-02,26,10,0.8,6,Lluvia moderada a intervalos,Medellín
2022-12-02,25,13,0.1,5,Lluvia moderada a intervalos,Medellín
2021-12-02,21,14,2.6,5,Ligeras precipitaciones,Medellín
2020-12-02,20,10,41.5,2,Lluvias fuertes o moderadas,Medellín
2019-12-02,26,15,3.1,3,Niebla moderada,Medellín
2024-12-03,21,9,10.3,4,Ligeras precipitaciones,Medellín
2023-12-03,24,9,1.8,5,Lluvia moderada a intervalos,Medellín
2022-12-03,20,9,0.4,5,Lluvia moderada a intervalos,Medellín
2021-12-03,20,9,1.7,4,Ligeras precipitaciones,Medellín
2020-12-03,18,10,22.1,2,Lluvias fuertes o moderadas,Medellín
2019-12-03,23,15,5.3,3,Lluvias fuertes o moderadas,Medellín
2024-12-04,22,9,5.3,5,Ligeras precipitaciones,Medellín
2023-12-04,25,10,0.9,6,Lluvia moderada a intervalos,Medellín
2022-12-04,19,8,1.0,4,Ligeras precipitaciones,Medellín
2021-12-04,21,8,2.4,5,Ligeras precipitaciones,Medellín
2020-12-04,22,11,8.6,3,Lluvias fuertes o moderadas,Medellín
2019-12-04,23,14,17.4,2,Lluvias fuertes o moderadas,Medellín
2024-12-05,21,9,5.7,4,Ligeras precipitaciones,Medellín
2023-12-05,26,9,0.4,6,Niebla moderada,Medellín
2022-12-05,20,8,2.2,4,Ligeras precipitaciones,Medellín
2021-12-05,24,14,1.9,4,Lluvia moderada a intervalos,Medellín
2020-12-05,22,15,8.3,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-12-05,23,15,4.3,3,Lluvias fuertes o moderadas,Medellín
2024-12-06,21,9,4.2,4,Ligeras precipitaciones,Medellín
2023-12-06,24,9,5.7,5,Ligeras precipitaciones,Medellín
2022-12-06,22,9,1.4,5,Ligeras precipitaciones,Medellín
2021-12-06,20,10,2.0,5,Ligeras precipitaciones,Medellín
2020-12-06,21,14,16.5,3,Lluvias fuertes o moderadas,Medellín
2019-12-06,23,15,19.4,2,Lluvias fuertes o moderadas,Medellín
2024-12-07,24,9,0.4,5,Lluvia moderada a intervalos,Medellín
2023-12-07,24,9,10.0,4,Ligeras precipitaciones,Medellín
2022-12-07,19,8,3.0,3,Ligeras precipitaciones,Medellín
2021-12-07,20,9,0.4,4,Lluvia moderada a intervalos,Medellín
2020-12-07,21,13,25.2,2,Lluvias fuertes o moderadas,Medellín
2019-12-07,20,8,19.4,2,Lluvias fuertes o moderadas,Medellín
2024-12-08,26,10,0.3,5,Niebla moderada,Medellín
2023-12-08,25,11,0.3,5,Niebla moderada,Medellín
2022-12-08,21,10,2.2,4,Ligeras precipitaciones,Medellín
2021-12-08,26,13,0.9,5,Niebla moderada,Medellín
2020-12-08,22,14,40.5,3,Lluvias fuertes o moderadas,Medellín
2019-12-08,22,7,8.6,2,Lluvias fuertes o moderadas,Medellín
2024-12-09,24,10,1.4,6,Lluvia moderada a intervalos,Medellín
2023-12-09,25,10,1.6,6,Lluvia moderada a intervalos,Medellín
2022-12-09,22,9,2.0,4,Ligeras precipitaciones,Medellín
2021-12-09,29,14,1.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-12-09,20,14,15.3,2,Lluvias fuertes o moderadas,Medellín
2019-12-09,21,6,5.5,4,Lluvias fuertes o moderadas,Medellín
2024-12-10,25,8,0.2,6,Lluvia moderada a intervalos,Medellín
2023-12-10,22,9,9.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-12-10,20,12,2.4,4,Ligeras precipitaciones,Medellín
2021-12-10,28,12,0.4,5,Lluvia moderada a intervalos,Medellín
2020-12-10,23,10,11.8,2,Lluvias fuertes o moderadas,Medellín
2019-12-10,22,9,14.6,1,Lluvias fuertes o moderadas,Medellín
2024-12-11,25,9,3.2,5,Ligeras precipitaciones,Medellín
2023-12-11,20,9,3.0,5,Niebla moderada,Medellín
2022-12-11,22,11,3.3,5,Ligeras precipitaciones,Medellín
2021-12-11,19,10,2.8,4,Niebla moderada,Medellín
2020-12-11,23,11,20.9,2,Lluvias fuertes o moderadas,Medellín
2019-12-11,21,9,15.4,2,Lluvias fuertes o moderadas,Medellín
2024-12-12,25,9,1.7,5,Lluvia moderada a intervalos,Medellín
2023-12-12,22,9,1.2,5,Lluvia moderada a intervalos,Medellín
2022-12-12,22,11,3.0,4,Ligeras precipitaciones,Medellín
2021-12-12,19,9,1.9,3,Ligeras precipitaciones,Medellín
2020-12-12,20,11,23.2,2,Lluvias fuertes o moderadas,Medellín
2019-12-12,21,11,11.7,1,Lluvias fuertes o moderadas,Medellín
2024-12-13,24,9,3.9,5,Lluvia moderada a intervalos,Medellín
2023-12-13,26,10,3.6,5,Ligeras precipitaciones,Medellín
2022-12-13,19,8,3.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-12-13,20,8,0.2,5,Niebla moderada,Medellín
2020-12-13,21,10,15.0,2,Lluvias fuertes o moderadas,Medellín
2019-12-13,19,9,8.8,2,Lluvias fuertes o moderadas,Medellín
2023-12-14,26,11,25.1,4,Lluvias fuertes o moderadas,Medellín
2022-12-14,18,9,2.1,5,Ligeras precipitaciones,Medellín
2021-12-14,21,7,0.3,5,Lluvia moderada a intervalos,Medellín
2020-12-14,21,10,10.0,4,Lluvias fuertes o moderadas,Medellín
2019-12-14,19,10,19.7,2,Lluvias fuertes o moderadas,Medellín
2023-12-15,22,10,8.3,3,Ligeras precipitaciones,Medellín
2022-12-15,19,11,2.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-12-15,21,10,2.3,4,Ligeras precipitaciones,Medellín
2020-12-15,22,10,4.2,3,Lluvia moderada a intervalos,Medellín
2019-12-15,20,9,21.3,4,Lluvias torrenciales,Medellín
2023-12-16,22,10,18.2,2,Ligeras precipitaciones,Medellín
2022-12-16,19,9,3.2,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-12-16,21,11,0.9,5,Ligeras precipitaciones,Medellín
2020-12-16,20,9,13.7,4,Lluvias fuertes o moderadas,Medellín
2019-12-16,22,8,17.2,2,Lluvias fuertes o moderadas,Medellín
2023-12-17,21,11,31.0,4,Ligeras precipitaciones,Medellín
2022-12-17,18,8,2.5,3,Ligeras precipitaciones,Medellín
2021-12-17,23,11,1.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-12-17,19,8,20.5,3,Lluvias fuertes o moderadas,Medellín
2019-12-17,23,9,17.5,2,Lluvias fuertes o moderadas,Medellín
2023-12-18,25,9,6.4,5,Ligeras precipitaciones,Medellín
2022-12-18,20,8,1.2,4,Niebla moderada,Medellín
2021-12-18,19,10,2.0,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-12-18,20,10,11.8,2,Lluvias fuertes o moderadas,Medellín
2019-12-18,23,9,17.5,2,Lluvias fuertes o moderadas,Medellín
2023-12-19,23,10,5.0,4,Ligeras precipitaciones,Medellín
2022-12-19,20,8,0.4,5,Niebla moderada,Medellín
2021-12-19,19,11,1.3,4,Ligeras precipitaciones,Medellín
2020-12-19,20,10,9.8,2,Lluvias fuertes o moderadas,Medellín
2019-12-19,23,9,13.0,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-12-20,24,11,3.5,5,Niebla moderada,Medellín
2022-12-20,20,8,0.4,5,Niebla moderada,Medellín
2021-12-20,19,10,4.7,3,Ligeras precipitaciones,Medellín
2020-12-20,20,10,16.0,2,Lluvias fuertes o moderadas,Medellín
2019-12-20,20,10,9.0,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-12-21,24,9,2.2,5,Niebla moderada,Medellín
2022-12-21,21,10,0.6,5,Lluvia moderada a intervalos,Medellín
2021-12-21,17,10,7.6,4,Ligeras precipitaciones,Medellín
2020-12-21,22,9,6.9,4,Niebla moderada,Medellín
2019-12-21,19,9,5.7,3,Ligeras precipitaciones,Medellín
2023-12-22,24,10,2.4,5,Niebla moderada,Medellín
2022-12-22,21,10,1.0,5,Lluvia moderada a intervalos,Medellín
2021-12-22,18,9,4.3,3,Ligeras precipitaciones,Medellín
2020-12-22,21,10,10.1,3,Lluvias fuertes o moderadas,Medellín
2019-12-22,20,10,10.0,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-12-23,21,10,10.4,5,Ligeras precipitaciones,Medellín
2022-12-23,20,10,1.4,5,Ligeras precipitaciones,Medellín
2021-12-23,19,12,2.8,2,Ligeras precipitaciones,Medellín
2020-12-23,20,10,9.5,2,Lluvias fuertes o moderadas,Medellín
2019-12-23,21,9,10.6,3,Lluvias fuertes o moderadas,Medellín
2023-12-24,23,9,7.2,5,Ligeras precipitaciones,Medellín
2022-12-24,20,9,1.3,4,Lluvia moderada a intervalos,Medellín
2021-12-24,19,11,2.1,4,Ligeras precipitaciones,Medellín
2020-12-24,23,11,14.4,1,Lluvias fuertes o moderadas,Medellín
2019-12-24,22,8,6.5,2,Lluvias fuertes o moderadas,Medellín
2023-12-25,22,9,7.4,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-12-25,18,8,1.5,4,Niebla moderada,Medellín
2021-12-25,23,9,2.6,4,Niebla moderada,Medellín
2020-12-25,20,11,17.8,2,Lluvias fuertes o moderadas,Medellín
2019-12-25,22,8,18.0,4,Lluvias fuertes o moderadas,Medellín
2023-12-26,23,10,13.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-12-26,18,9,1.2,4,Ligeras precipitaciones,Medellín
2021-12-26,22,9,3.4,1,Niebla moderada,Medellín
2020-12-26,18,9,15.6,2,Lluvias fuertes o moderadas,Medellín
2019-12-26,22,9,12.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-12-27,20,10,14.7,3,Ligeras precipitaciones,Medellín
2022-12-27,18,9,1.6,4,Ligeras precipitaciones,Medellín
2021-12-27,20,12,7.2,3,Ligeras precipitaciones,Medellín
2020-12-27,19,8,10.3,4,Ligeras precipitaciones,Medellín
2019-12-27,22,10,12.6,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-12-28,19,10,11.5,3,Ligeras precipitaciones,Medellín
2022-12-28,20,7,1.3,5,Ligeras precipitaciones,Medellín
2021-12-28,17,10,3.8,2,Ligeras precipitaciones,Medellín
2020-12-28,19,9,12.9,3,Lluvias fuertes o moderadas,Medellín
2019-12-28,23,9,28.6,3,Lluvias torrenciales,Medellín
2023-12-29,20,9,7.6,3,Ligeras precipitaciones,Medellín
2022-12-29,19,7,1.2,5,Niebla moderada,Medellín
2021-12-29,19,9,4.1,3,Ligeras precipitaciones,Medellín
2020-12-29,21,13,15.4,3,Ligeras precipitaciones,Medellín
2019-12-29,23,9,24.7,2,Lluvias torrenciales,Medellín
2023-12-30,20,9,8.1,4,Ligeras precipitaciones,Medellín
2022-12-30,20,7,0.6,5,Lluvia moderada a intervalos,Medellín
2021-12-30,19,10,4.0,4,Ligeras precipitaciones,Medellín
2020-12-30,20,10,16.3,3,Lluvias fuertes o moderadas,Medellín
2019-12-30,22,9,23.1,2,Lluvias fuertes o moderadas,Medellín
2023-12-31,23,8,3.6,5,Niebla moderada,Medellín
2022-12-31,18,9,2.5,4,Ligeras precipitaciones,Medellín
2021-12-31,19,9,2.4,3,Ligeras precipitaciones,Medellín
2020-12-31,19,10,19.9,3,Lluvias fuertes o moderadas,Medellín
2019-12-31,19,9,29.3,2,Lluvias fuertes o moderadas,Medellín
